FID,SITE_SEQ_N,SOURCE_SIT,HICAP_WELL,WI_UNIQUE_,PROPERTY_S,SOURCE_TYP,WATER_USE_,WATER_USE1,GLC_WATER_,SOURCE_STA,APPROVAL_D,COMPLETION,MAX_HYDR_C,MAX_DAILY_,ACTIVE_SOU,OPEN_INT_T,OPEN_INT_B,WELL_DEPTH,SCREENED,ELEV_M
805,12875,1747,1484,KO370,6620,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1994/09/29 00:00:00+00,1996/02/24 00:00:00+00,1872000,1870000,Y,308,299,24,Y,322.9020765
806,12884,9804,71109,ET298,6674,Groundwater,LV10,Dairy farming,Livestock,EXISTING source,2010/05/10 00:00:00+00,1987/01/01 00:00:00+00,43200,10000,Y,0,0,0, ,334.8411059
807,12908,5985,36643,BE123,6822,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1978/02/23 00:00:00+00,1979/06/01 00:00:00+00,1440000,1440000,Y,0,0,0, ,353.5832549
808,12918,9418,70667, ,6872,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2009/01/01 00:00:00+00,,28800,0,N,0,0,0, ,296.9285363
809,12970,1768,1509,IB265,7049,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1995/03/02 00:00:00+00,1995/05/04 00:00:00+00,1440000,1440000,Y,281,265,57,Y,322.3564726
810,12346,7805,68848,TY615,9310,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2007/05/24 00:00:00+00,2007/05/29 00:00:00+00,1440000,1440000,Y,311,301,17,Y,318.8604255
811,12703,9158,70393,WN041,10521,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2009/07/10 00:00:00+00,2009/07/18 00:00:00+00,1440000,1440000,Y,313,304,54,Y,358.1156294
812,12872,4992,23969,BD016,6610,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1976/02/20 00:00:00+00,1976/09/30 00:00:00+00,1728000,1728000,Y,0,0,0, ,325.4227784
813,11854,6857,67589,SZ881,7330,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2005/03/21 00:00:00+00,2005/06/20 00:00:00+00,1152000,1080000,Y,228,181,61,N,241.9904757
814,6536,6006,36666,BE144,6614,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1980/04/28 00:00:00+00,1976/07/01 00:00:00+00,1728000,1728000,Y,0,0,0, ,332.923902
815,5257,8967,70188,US627,6507,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2009/03/17 00:00:00+00,2009/04/09 00:00:00+00,1152000,1152000,Y,316,310,16,Y,325.370949
816,6619,1188,602, ,6935,Groundwater,PS31,Public/non-transient,Commercial,EXISTING source,1991/07/09 00:00:00+00,1977/12/17 00:00:00+00,28800,9000,Y,0,0,0, ,332.4453451
817,6707,5800,36415,BD913,7263,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1971/04/07 00:00:00+00,1961/05/02 00:00:00+00,1440000,625000,Y,0,0,0, ,303.5765398
818,6800,708,19,BB310,7621,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1965/05/18 00:00:00+00,1961/04/14 00:00:00+00,1440000,1175000,Y,0,0,0, ,309.3598147
819,7534,4526,18906,BC495,10098,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1980/04/10 00:00:00+00,1964/07/31 00:00:00+00,936000,1440000,Y,0,0,0, ,249.4340057
820,7807,4715,23634, ,6559,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1974/07/10 00:00:00+00,1964/05/29 00:00:00+00,1440000,1440000,Y,0,0,0, ,322.7466255
821,7879,5965,36611,BE099,6898,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1977/02/01 00:00:00+00,1977/09/10 00:00:00+00,1440000,1440000,Y,0,0,0, ,355.402902
822,8021,10049,75010, ,7465,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1983/05/23 00:00:00+00,1983/06/16 00:00:00+00,576000,576000,Y,0,0,0, ,313.3557196
823,8993,2722,2959, ,10634,Groundwater,IR23,Cranberry irrigation,Irrigation,EXISTING source,1999/10/28 00:00:00+00,,1440000,1440000,Y,0,0,0, ,319.8571274
824,9115,5782,36395,BD893,6487,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1960/11/30 00:00:00+00,1961/01/09 00:00:00+00,1728000,1728000,Y,0,0,0, ,353.1504255
825,9296,5967,36616,BE102,7312,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1977/02/16 00:00:00+00,1977/04/08 00:00:00+00,1728000,1728000,Y,0,0,0, ,261.4528598
826,10356,1680,1395,LT643,6485,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1997/03/26 00:00:00+00,1997/04/22 00:00:00+00,1728000,1728000,Y,315,306,38,Y,343.6863706
827,10377,1162,555,DN541,6513,Groundwater,IR10,Agricultural irrigation,Irrigation,FILLED & SEALED well,1991/02/27 00:00:00+00,1991/04/16 00:00:00+00,1440000,1440000,N,303,293,28,Y,321.7773451
828,10417,4920,23883,BC933,6661,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1967/06/13 00:00:00+00,,1440000,1440000,Y,0,0,0, ,368.582451
829,10533,1499,1131,GF570,7121,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1993/04/13 00:00:00+00,1993/04/21 00:00:00+00,1440000,1440000,Y,292,283,67,Y,349.8646726
830,10593,9497,73777,XK670,7364,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2014/08/15 00:00:00+00,2014/09/02 00:00:00+00,1440000,1440000,Y,310,294,51,Y,345.3109784
831,11656,5261,24323,DN504,6525,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1990/01/11 00:00:00+00,1990/10/05 00:00:00+00,1728000,1728000,Y,313,304,28,Y,331.7870039
832,11722,9426,70675, ,6872,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2009/01/01 00:00:00+00,,28800,0,N,0,0,0, ,296.9285363
833,11739,6412,58414,BE808,6913,Groundwater,IN99,Industrial - other,Industrial,EXISTING source,1969/04/25 00:00:00+00,,720000,720000,Y,0,0,0, ,351.9373274
834,12311,10685,88417,GV550,9134,Groundwater,PS12,Hospitals/health inst,Commercial,APPROVED well with well report,1975/12/03 00:00:00+00,1959/05/15 00:00:00+00,96480,96000,Y,261,258,28,Y,286.4501247
835,12857,5857,36481,BD978,6536,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1974/11/06 00:00:00+00,1971/05/03 00:00:00+00,1728000,1728000,Y,0,0,0, ,334.3412294
836,12924,9383,70632,XK887,6872,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2009/01/01 00:00:00+00,2014/09/16 00:00:00+00,28800,0,N,274,273,23,Y,296.9285363
837,13112,791,118, ,7560,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1984/05/03 00:00:00+00,1967/10/07 00:00:00+00,1440000,1440000,Y,0,0,0, ,321.865749
838,13981,5001,23979,BD025,10713,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1976/03/25 00:00:00+00,1976/07/23 00:00:00+00,1440000,720000,Y,0,0,0, ,356.469702
839,19301,15635,802,FN804,11898,Groundwater,IR23,Cranberry irrigation,Irrigation,FILLED & SEALED well,1992/02/12 00:00:00+00,1992/03/27 00:00:00+00,1440000,1440000,N,291,285,36,Y,320.8233196
840,20469,16540,71839, ,12321,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2011/12/01 00:00:00+00,1988/08/03 00:00:00+00,14400,600,N,0,0,0, ,295.8757633
841,20526,16588,0, ,12345,Surface Water,IN61,"Mining, quarrying",Industrial,EXISTING source,,,900000,0,Y,0,0,0, ,348.0389235
842,21000,16995,269,BB549,12497,Groundwater,IR10,Agricultural irrigation,Irrigation,TEMP capped well,1980/07/18 00:00:00+00,1978/07/10 00:00:00+00,1728000,1728000,Y,0,0,0, ,285.5018849
843,21620,17781,72355,UP422,12682,Groundwater,LV20,Non-dairy farming,Livestock,APPROVED well with well report,2012/09/11 00:00:00+00,2008/08/07 00:00:00+00,17280,1000,Y,179,173,90,N,262.5858139
844,21624,17785,72575,YI832,12684,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/12/17 00:00:00+00,2013/03/04 00:00:00+00,1296000,1296000,Y,202,190,79,Y,269.5549927
845,21834,17989,72447,AJ719,9038,Groundwater,CO99,Commercial - other,Commercial,APPROVED well with well report,1989/04/05 00:00:00+00,1988/04/09 00:00:00+00,10080,10080,Y,277,276,20,Y,295.7888849
846,22518,18668,72902,WY225,13046,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/04/17 00:00:00+00,2013/04/25 00:00:00+00,1080000,1080000,Y,205,175,78,N,252.2960053
847,22652,18799,72025,DD561,13097,Groundwater,IN99,Industrial - other,Industrial,APPROVED well with well report,2012/05/11 00:00:00+00,1989/11/27 00:00:00+00,86400,40000,Y,246,245,45,Y,289.11439
848,23114,19238,73072,XE024,9386,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/06/06 00:00:00+00,2013/08/01 00:00:00+00,1440000,1440000,Y,301,292,31,Y,322.8106216
849,24148,20163,74058,YL025,9702,Groundwater,CO22,Recreation - other,Commercial,APPROVED well with well report,2014/06/17 00:00:00+00,2014/06/28 00:00:00+00,36000,2000,Y,243,242,37,Y,278.5908649
850,24815,20820,91103,YO048,13912,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,,2016/06/07 00:00:00+00,1440000,1440000,Y,324,312,48,Y,359.746302
851,25192,21197,91512, ,14034,Groundwater,LV10,Dairy farming,Livestock,PENDING approval in process,,,720000,500000,N,0,0,0, ,305.2846402
852,25361,21367,91596,XY886,6590,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,,2016/10/19 00:00:00+00,1440000,1440000,Y,316,306,46,Y,352.428051
853,25782,21788,91955,LY248,14235,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,,,14400,14400,N,327,326,20,Y,346.6276981
854,25866,21872,92034,XS746,13725,Groundwater,IR31,Golf course irrigation,Irrigation,EXISTING source,2017/01/30 00:00:00+00,,1440000,1440000,Y,286,267,47,Y,314.6755274
855,26242,22236,92352,ZA576,14400,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2018/05/01 00:00:00+00,2018/06/13 00:00:00+00,1440000,1440000,Y,280,269,29,Y,297.2537629
856,26549,22543,92649, ,14512,Groundwater,PS23,OTM - multi-unit housing,Commercial,PENDING approval in process,,,72000,2000,N,0,0,0, ,259.9790039
857,4007,9412,70661, ,6872,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2009/01/01 00:00:00+00,,28800,0,N,0,0,0, ,296.9285363
858,5200,7719,68766,WH752,5344,Groundwater,AQ10,Aquaculture,Livestock,APPROVED well with well report,2007/05/09 00:00:00+00,2006/09/25 00:00:00+00,1800000,2160000,Y,266,247,48,Y,293.2916606
859,5333,9371,70620, ,6872,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2009/01/01 00:00:00+00,,28800,0,N,0,0,0, ,296.9285363
860,5533,983,337,BB616,7600,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1986/03/16 00:00:00+00,1986/06/10 00:00:00+00,1728000,1728000,Y,0,0,0, ,300.4422753
861,6009,9201,70448,US471,9493,Groundwater,DS12,Privt/multi residences,Commercial,LOCAP Residential or Fire Well,2009/08/10 00:00:00+00,2009/08/26 00:00:00+00,43200,28000,N,309,308,26,Y,333.5212981
862,6594,1200,617,DS540,6865,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1991/01/29 00:00:00+00,1991/03/13 00:00:00+00,1440000,1440000,Y,311,298,30,Y,328.9492981
863,10474,9375,70624, ,6872,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2009/01/01 00:00:00+00,,28800,0,N,0,0,0, ,296.9285363
864,11563,6068,36735,BE211,10730,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1985/11/30 00:00:00+00,1985/11/07 00:00:00+00,1440000,1440000,Y,0,0,0, ,315.6326039
865,12866,4888,23844,BC898,6593,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1965/05/26 00:00:00+00,1965/11/09 00:00:00+00,1440000,1440000,Y,0,0,0, ,334.9416765
866,13978,817,146,BB432,10699,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1976/02/16 00:00:00+00,1976/04/10 00:00:00+00,1440000,1440000,Y,0,0,0, ,330.104502
867,21771,17926,71810,WU627,12320,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2011/11/08 00:00:00+00,2012/05/02 00:00:00+00,1440000,1440000,Y,282,267,40,Y,306.9884618
868,23811,19836,73750, ,13556,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2014/01/01 00:00:00+00,,14400,0,N,0,0,0, ,317.2754804
869,23879,19901,73812,SNDGRV,6531,Groundwater,IR10,Agricultural irrigation,Irrigation,WITHDRAWN - applicant-driven,,,576000,0,N,0,0,0, ,333.0062039
870,4163,5106,24123,BD151,7384,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1978/07/19 00:00:00+00,1978/10/19 00:00:00+00,1728000,1728000,Y,0,0,0, ,337.8159196
871,5217,727,40,BB330,6389,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1965/02/17 00:00:00+00,1965/05/13 00:00:00+00,1440000,1440000,Y,0,0,0, ,323.770749
872,6728,6069,36737, ,7342,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1985/02/28 00:00:00+00,1986/05/21 00:00:00+00,1440000,1440000,Y,0,0,0, ,338.5718549
873,7055,6356,54005,BE687,8798,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1969/06/26 00:00:00+00,,216000,216000,Y,0,0,0, ,236.5350037
874,7955,5715,36318,BD817,7224,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1964/12/02 00:00:00+00,1965/05/15 00:00:00+00,0,1200000,Y,0,0,0, ,332.847702
875,9082,1389,934,GF563,6364,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1992/05/06 00:00:00+00,1992/05/07 00:00:00+00,1440000,1440000,Y,262,253,63,Y,315.6142981
876,9188,4718,23637,BC699,6810,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1958/05/21 00:00:00+00,1958/09/13 00:00:00+00,1728000,1728000,Y,0,0,0, ,348.8313961
877,10581,8747,69911, ,11887,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2008/08/13 00:00:00+00,,28800,1000,N,0,0,0, ,305.5162726
878,11712,6568,67259,RI647,6838,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,2003/02/25 00:00:00+00,2003/03/26 00:00:00+00,1440000,1440000,Y,312,302,21,Y,323.2129784
879,12833,4928,23893,BC942,6476,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1970/03/31 00:00:00+00,1970/06/11 00:00:00+00,1440000,1440000,Y,0,0,0, ,365.4155745
880,18166,12044,2891,OV251,11195,Groundwater,PS11,Public utility,Public,APPROVED well with well report,2001/01/24 00:00:00+00,2001/03/27 00:00:00+00,936000,0,Y,292,285,25,Y,310.597302
881,21053,17047,72479,XN594,12533,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/11/01 00:00:00+00,2014/11/03 00:00:00+00,576000,500000,Y,240,231,31,Y,261.6269143
882,23386,19478,73426, ,13413,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2014/06/10 00:00:00+00,,1440000,1440000,N,0,0,0, ,256.8529968
883,24039,20059,73948,DA788,13635,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2014/09/03 00:00:00+00,1991/07/15 00:00:00+00,17280,17280,N,319,318,49,Y,366.7719196
884,4044,1131,495,DN513,6969,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1990/09/26 00:00:00+00,1990/10/30 00:00:00+00,1872000,1872000,Y,291,282,35,Y,317.1017235
885,4129,1428,985,HI305,7279,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1992/10/27 00:00:00+00,1993/06/28 00:00:00+00,1440000,1440000,Y,242,208,87,N,294.8632112
886,4286,4760,23697,BC755,7871,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1959/07/06 00:00:00+00,1959/08/05 00:00:00+00,1440000,1440000,Y,0,0,0, ,341.6198549
887,5138,6042,36708,BE184,10683,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1982/07/26 00:00:00+00,,1440000,1440000,Y,0,0,0, ,328.1537745
888,6512,4781,23721,BC777,6520,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1960/04/12 00:00:00+00,1960/04/27 00:00:00+00,0,1296000,Y,0,0,0, ,330.1562941
889,9241,865,198,BB482,7035,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1977/05/11 00:00:00+00,1977/05/24 00:00:00+00,1440000,1440000,Y,0,0,0, ,317.7692549
890,11197,5144,24173,BD194,9542,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1983/03/15 00:00:00+00,1981/04/17 00:00:00+00,1728000,1728000,Y,0,0,0, ,315.547251
891,12849,7812,68856,TY622,6514,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2007/06/03 00:00:00+00,2007/06/07 00:00:00+00,1440000,1440000,Y,314,308,17,Y,324.7644
892,13469,6728,67446,SP831,9011,Groundwater,IR32,Park&Rec field irrig,Irrigation,EXISTING source,2004/06/08 00:00:00+00,2005/01/11 00:00:00+00,57600,60000,Y,206,203,51,Y,254.3751151
893,19661,15909,54001,BE683,12027,Groundwater,DS11,Privt/single residence,Commercial,EXISTING source,1949/06/29 00:00:00+00,,432000,600,Y,0,0,0, ,260.355011
894,24184,20197,69275,SC025,13693,Groundwater,LV20,Non-dairy farming,Livestock,APPROVED well with well report,2014/06/27 00:00:00+00,2005/07/18 00:00:00+00,86400,86400,Y,299,296,31,Y,326.9254216
895,24873,20879,91142, ,13936,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2016/06/16 00:00:00+00,,1296000,1296000,N,0,0,0, ,269.9750745
896,4739,5131,24156,BD179,9385,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1979/04/12 00:00:00+00,1979/06/01 00:00:00+00,3600000,3600000,Y,0,0,0, ,325.5599235
897,4987,7738,68780, ,10102,Groundwater,IR10,Agricultural irrigation,Irrigation,EXPIRED well approval,2007/04/25 00:00:00+00,,1152000,1152000,N,0,0,0, ,339.4435784
898,5423,5208,24254,BD273,7231,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1984/05/17 00:00:00+00,1984/05/27 00:00:00+00,1440000,1440000,Y,0,0,0, ,293.5617278
899,22436,18587,72398,CG211,12477,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2012/10/04 00:00:00+00,1990/05/10 00:00:00+00,28800,2000,N,235,234,13,Y,247.0310059
900,7519,5039,24025,BD065,10032,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1976/11/09 00:00:00+00,1977/07/04 00:00:00+00,0,1440000,Y,0,0,0, ,323.999349
901,7837,5062,24056,BD093,6691,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1984/12/03 00:00:00+00,1977/09/08 00:00:00+00,1728000,1728000,Y,0,0,0, ,337.0051784
902,8726,6984,67762,PU654,9818,Groundwater,PS42,Lodging,Commercial,EXISTING source,2005/07/21 00:00:00+00,1964/06/01 00:00:00+00,14400,1000,Y,264,264,15,N,278.8096981
903,9192,5003,23981,BD027,6831,Groundwater,IR99,Irrigation - other,Irrigation,EXISTING source,1976/04/13 00:00:00+00,1976/05/27 00:00:00+00,1440000,1440000,Y,0,0,0, ,336.5540804
904,11627,781,104,BB392,6407,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1982/07/14 00:00:00+00,1967/04/21 00:00:00+00,1440000,1440000,Y,0,0,0, ,311.1367853
905,12996,902,245,BB527,7159,Groundwater,IR10,Agricultural irrigation,Irrigation,REQUIRES filling & sealing,2012/08/01 00:00:00+00,1978/11/04 00:00:00+00,1152000,1152000,N,0,0,0, ,302.6185518
906,13884,729,42, ,10377,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1964/02/28 00:00:00+00,1964/05/06 00:00:00+00,1440000,1440000,Y,0,0,0, ,316.8944804
907,21827,17982,72440,DB676,9038,Groundwater,CO99,Commercial - other,Commercial,APPROVED well with well report,1989/04/06 00:00:00+00,1989/09/19 00:00:00+00,10080,10080,Y,277,276,20,Y,295.7888849
908,25606,21612,91803, ,13269,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2016/10/19 00:00:00+00,,1440000,1440000,N,0,0,0, ,333.1098255
909,26421,22415,92527,ZR699,6784,Groundwater,PS44,"Business, retail",Commercial,APPROVED well with well report,2018/10/09 00:00:00+00,2018/10/18 00:00:00+00,17280,500,Y,321,320,23,Y,343.4272981
910,3892,977,330,BB609,6408,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1985/04/16 00:00:00+00,1985/04/09 00:00:00+00,1728000,1728000,Y,0,0,0, ,311.6305598
911,4154,6055,36722,BE198,7348,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1984/05/16 00:00:00+00,1984/06/18 00:00:00+00,1728000,1728000,Y,0,0,0, ,334.5393196
912,5334,9368,70617, ,6872,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2009/01/01 00:00:00+00,,28800,0,N,0,0,0, ,296.9285363
913,6694,5918,36555,BE049,7231,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1978/04/07 00:00:00+00,1971/06/21 00:00:00+00,1440000,1440000,Y,272,272,47,N,318.9153059
914,7967,5767,36378,BD876,7270,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1959/08/10 00:00:00+00,,720000,720000,Y,0,0,0, ,333.3902549
915,9117,5726,36330,BD829,6488,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1966/07/20 00:00:00+00,1965/11/19 00:00:00+00,1728000,1728000,Y,0,0,0, ,339.0777961
916,10353,4796,23737,BC793,6476,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1977/02/08 00:00:00+00,1962/07/01 00:00:00+00,1728000,1728000,Y,0,0,0, ,347.6518216
