OBJECTID,ASSESSMENT_UNIT_SEQ_NO,OFFICIAL_NAME,LOCAL_NAME,WATER_TYPE,START_MILE_NO,END_MILE_NO,WATER_TYPE_SIZE_AMT,MEASUREMENT_UNIT,TROUT_CLASS_CODE,WBIC,ORW_ERW,IMPAIRED_WATER_LISTED_FLAG,FED_WILD_SCENIC_FLAG,CLASSIFICATION,CLASSIFICATION_STATUS,DECISION_DATE,INFO_SOURCES,DOCUMENT_URL,ASSESSMENT_UNIT_COMMENT,SHAPELEN
1544,1457294,Little Popple River,Little Popple River (R19e),RIVER,0,16.61,16.61,MILES,CLASS II,648000,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams, Trout Book: 1980 Blue Book",NA,"This AU: S8 to mouth.
Originally there was only one AU in WADRS with non-generic assessment data. After creating another AU, the assessment data was copied to newly created AU.",26726.9889630594
1545,1457448,Unnamed,Creek 1-12,RIVER,0,0.61,0.61,MILES,CLASS II,2082800,,N,,NA,NA,NA,NA,NA,This AU: from mouth to Dunn-Chippewa boundary.,980.756399415851
1549,1458349,Unnamed,"Creek 12-11(T30N, R15W)",RIVER,0,0.69,0.69,MILES,CLASS II,5008977,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU: from mouth upstream to third trib.,1115.45616839074
1550,1458547,Unnamed,"Creek 26-4 (T39n, R17e)",RIVER,0,0.62,0.62,MILES,CLASS I,652700,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream.,999.681561620269
1553,1458721,Unnamed,Creek 33-5 T41n R10e,RIVER,0,0.2,0.2,MILES,CLASS I,5003463,ERW,N,,NA,NA,NA,NA,NA,This is part of Creek 33-5. ,326.230972875175
1554,1458879,Unnamed,"Creek 8-14 (T38n, R16e)",RIVER,0,0.85,0.85,MILES,CLASS I,657800,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream.
The length of the stream is 0.85 mi, but in the trout books it is 0.3 mi.
OERW layer only goes from Wheeler Lake to Hendricks Creek.",1374.49394071461
1556,1459081,Isherwood Lateral,Isherwood Lateral,RIVER,0,2.22,2.22,MILES,CLASS I,1392800,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"Depending on the source, this is either the Sherwood, Isherwood, or Ischerwood Lateral.",3567.29008274158
1557,1459153,Unnamed,"Creek 36-5 (T38n, R15e)",RIVER,0,0.2,0.2,MILES,CLASS I,660800,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,328.956728040693
1559,1459514,Unnamed,"Creek 32-12 (T26n, R9e)",RIVER,0,0.06,0.06,MILES,CLASS I,1404750,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: From mouth to Marathon/Portage county line.,88.5222351062829
1560,1446718,Little Bear Creek,Little Bear Creek,RIVER,4.35,13.17,8.82,MILES,CLASS II,2048000,,N,,Cold  (Class II Trout),Official,03/29/2011,"Macroinvertebrate IBI Package, Temperature Assessment Package, Trout Book: 2002 Spatial Data",NA,This AU:  Little Bear Creek Rd. to CTH F.,14193.0333783208
1561,1447343,Unnamed,Engle Creek Springs,RIVER,0,0.11,0.11,MILES,CLASS I,2099100,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,entire stream.  Linear representation of Engle Creek Springs.,183.787575477325
1562,1447942,Unnamed,Boyle Brook Trib (13-14),RIVER,0,0.29,0.29,MILES,CLASS III,3000224,,N,,Class III Trout,Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,,470.879914983816
1563,1447972,Unnamed,Boyle Brook Trib (13-4),RIVER,0,0.6,0.06,MILES,CLASS III,3000223,,N,,Class III Trout,Official,,NA,NA,,91.3350030407018
1564,1450794,Pokegama Creek,Pokegama Creek,RIVER,1.57,9.5,7.93,MILES,CLASS II,2094800,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Chloride Assessment Package, E. coli Assessment Package, SWIMS Data and Professional Decision, Trout Book: 1980 Blue Book",NA,This AU: (Class II trout section) from mouth of German Cr. upstream to Silver Cr. ,12763.3778175075
1565,1451810,Unnamed,Creek 5-1,RIVER,0,0.4,0.4,MILES,CLASS I,620150,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,,638.273681272279
1566,1451917,Little S Br Pike River,Little South Branch Pike River,RIVER,3.2,15.63,12.43,MILES,CLASS I,624000,ORW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,AU: Above Mathis Lake Rd to headwaters.,20007.8357507243
1567,1451995,Ten Creek,Ten Creek,RIVER,0,0.24,0.24,MILES,CLASS III,634000,,N,,Class III Trout,Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,AU: From Squaw Cr Rd to the mouth,378.374885191976
1578,1453861,Unnamed,Genricks Creek,RIVER,0,1.24,1.24,MILES,CLASS I,640500,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,entire stream (up to top of WBIC 640500),1992.91190217768
1587,1455669,Irving Creek,Irving Creek,RIVER,4.34,7.9,3.56,MILES,CLASS II,2064400,,N,,Cold  (Class II Trout),Official,01/01/1980,Macroinvertebrate IBI Package,NA,"This AU: from westen boundary of S6, T27N, R13W upstream to headwaters.",5728.44478911246
1588,949155,Unnamed,Poplar Creek,RIVER,0,0.59,0.59,MILES,CLASS I,1646200,,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 2008 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=28464851"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=26263876"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=26879387""",This AU:  Mouth to Vernon-La Crosse county line. Class II in 1980 and 2002. Class I for 2008 Trout Book-fek,950.282165672027
1589,949172,Unnamed,McKinley Creek,RIVER,0,0.58,0.58,MILES,CLASS III,1653100,,N,,Class III Trout,Official,,Trout Book: 2002 Spatial Data,NA,This AU:  Mouth to first crossing of McKinley Valley Rd.,931.254115383972
1590,949202,Silver Creek,Silver Creek,RIVER,0,7.76,7.76,MILES,CLASS I,1660500,,Y,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 2008 Wisconsin Trout Streams, Fish Tissue Analysis, Trout Book: 1980 Blue Book","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=25645422"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=26147443""","This AU:  Mouth to Coles Valley Creek. 2008 Class I, from 1980 Class II.",12488.5108579272
1591,949680,Hornby Creek,Hornby Creek,RIVER,0,9.59,9.59,MILES,CLASS I,1640700,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams, Trout Book: 1980 Blue Book",NA,AU: entire stream,15425.9850243758
1594,951128,Coon Creek,Coon Creek,RIVER,13.81,26.76,12.95,MILES,CLASS II,1643500,ERW,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU: CTH K in Chaseburg to the Vernon-La Crosse county line.,20841.0039798391
1595,18778,Unnamed,Creek 22-5a,RIVER,0,0.48,0.48,MILES,CLASS II,2057450,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: Entire stream,777.891968342612
1596,15592,Unnamed,Boyd Springs Creek,RIVER,0,0.15,0.15,MILES,CLASS II,2051450,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: entire stream. This stream segment in Hydro 6 is referenced as rivsyswibc = 5016822 and in Hydro 5 as rivsyswibc = 0.,241.22911450108
1598,1179884,Unnamed,Creek 2-4,RIVER,0,0.99,0.99,MILES,CLASS II,1648200,,N,,Cold  (Class II Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU:  Mouth to second crossing of CTH K.,1587.66439537233
1599,1179959,Unnamed,Smith Valley Creek,RIVER,1.18,2.36,1.18,MILES,CLASS I,1650500,,N,,Cold  (Class I Trout),Official,01/02/2023,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 2023 Wisconsin Trout Streams",NA,This AU:  Smith Valley Creek in S23 T16N R7W.,1895.71561499177
1600,1180311,Tarr Creek,Tarr Creek,RIVER,0.32,10.5,10.18,MILES,CLASS I,1662500,ERW,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: East line S27 T18N R3W to the headwaters.,16384.5115881471
1601,1180667,Big Creek,Big Creek,RIVER,4.05,5.61,1.56,MILES,CLASS II,1655400,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: CTH BC to the forks (West and East Upper Big Creek).,2520.49545033766
1602,1180787,Unnamed,Creek 27-3,RIVER,0,0.93,0.93,MILES,CLASS I,1657200,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"Per Cindy Koperski, 6/14/2010, Creek 27-3 trout classification should not extend beyond the fork with WBIC 5026645.",1492.65865644732
1603,1181259,Unnamed,Abraham Coulee Creek,RIVER,1.93,3.65,1.72,MILES,CLASS II,1679200,ERW,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU:  Second crossing of Oak Ridge Dr. to the headwaters.,2767.34013630171
1604,1181404,South Fork Beaver Creek,South Fork Beaver Creek,RIVER,0.36,8.97,8.61,MILES,CLASS II,1681000,,N,,Cold  (Class II Trout),Official,12/14/2015,"Fish Community Survey Data, Fish IBI Analysis Package, Trout Book: 2016 Wisconsin Trout Streams, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124439313"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560167"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560171""",This AU: CTH D in Ettrick to the Trempealeau-Jackson county line.,13861.5796369872
1605,1181543,North Fork Beaver Creek,North Fork Beaver Creek,RIVER,11.59,19.49,7.9,MILES,CLASS II,1682500,,Y,,Cold  (Class II Trout),Official,12/14/2015,"Fish IBI Analysis Package, Trout Book: 2016 Wisconsin Trout Streams, Temperature Assessment Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560151"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560142""",This AU:  Trempealeau-Jackson county line to the headwaters.,12713.740266118
1606,1181654,Unnamed,Creek 4-4,RIVER,0,0.76,0.76,MILES,CLASS II,1683320,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,entire stream,1229.66853232919
1608,12668,Unnamed,"Unnamed Creek (T35n,R9e,S21,Nesw,44)",RIVER,0,0.08,0.08,MILES,CLASS I,1566900,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream. Question as to which headwaters is Creek 21-8 and which is Creek 21-14. Both are Class I trout and ERW.

OERW and 2002 trout spatial data layers do not match, however OERW paper map matches 2002 trout spatial data layer. According to 1980 and 2002 trout books the entire stream  0.6 mi is trout, but the hydro for this stream is 0.08 mi long.",134.73843546811
1609,1328373,Unnamed,Creek 13-1,RIVER,0,0.36,0.36,MILES,CLASS I,3000515,,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU:  Mouth to Trempealeau-Jackson county line.,582.093568310845
1610,1328552,Unnamed,Creek 8-14,RIVER,0,0.75,0.75,MILES,CLASS I,3000355,,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,AU: entire stream,1213.03446316818
1611,1437730,Unnamed,Creek 14-14,RIVER,0,1.1,1.1,MILES,CLASS II,1706200,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,entire stream,1774.674979429
1614,1438419,Unnamed,Creek 36-15,RIVER,0,0.27,0.27,MILES,CLASS III,1802000,,N,,Class III Trout,Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU:  Mouth to Folkman Rd.,429.545027279162
1615,1438723,Unnamed,Creek S26 (White River Trib),RIVER,0,0.67,0.67,MILES,CLASS I,2900600,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This is SW/NE, S26, T46N, R7W according to 1980 trout book.",1075.96749121367
1617,1519499,Unnamed,Bois Brule River Trib (NW/SE S11),RIVER,2.48,4.09,1.61,MILES,CLASS I,2863000,,N,,Cold  (Class I Trout),Official,,NA,NA,,2597.56684731618
1618,1519769,Sandy Run,Sandy Run ,RIVER,1.65,1.94,0.29,MILES,CLASS I,2863200,ORW,N,,Cold  (Class I Trout),Official,11/29/2013,"Fish Community Survey Data, Stream Classification Report, Trout Book: 2014 Wisconsin Trout Streams",NA,"This AU:New Class I trout water from headwaters to the Douglas-Bayfield county border. Joins existing class I stream at the border, now entire stream is class I. ",464.338052939356
1619,1519697,Marengo River,Marengo River,RIVER,0,11.74,11.74,MILES,CLASS III,2911900,,N,,Class III Trout,Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams, Trout Book: 1980 Blue Book",NA,This AU: mouth to Bad River Indian Reservation Boundary,18889.7982039118
1621,1520224,Unnamed,Augustine Creek,RIVER,0,0.82,0.82,MILES,CLASS I,2411600,ERW,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,This is The headwaters to Augustine Creek. Trout layer follows WBIC 2410600 to headwaters. ,1322.42429576606
1622,1520287,Bad River,Bad River,RIVER,51.62,62.2,10.58,MILES,CLASS III,2891900,ORW,N,,Class III Trout,Official,,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,AU: From Mellen WWTP outfall to Cayuga.,17032.114396544
1626,1520440,Unnamed,Freiberg Creek ,RIVER,0,0.42,0.42,MILES,CLASS I,5001955,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This is part of Freiberg Creek. ,680.978243008219
1633,1522489,Unnamed,Creek 34-10,RIVER,0,0.1,0.1,MILES,CLASS I,1526100,,N,,NA,NA,NA,NA,NA,Creek 34-10 is WBIC 1526700 even though this local waterbody name is 34-10.,159.811448614649
1634,1520990,Sugar River,Upper Sugar River,RIVER,56.14,82.33,26.19,MILES,CLASS II,875300,ERW,Y,,Cold  (Class II Trout),Official,04/01/2008,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2008 Wisconsin Trout Streams, Total Phosphorus Package - Streams, SWIMS Data and Professional Decision","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=25629098""","This AU:  South of STH 92 to Paulson Road.

Upper Sugar River above CTH P is intermittent in flow and does not have characteristics conducive to the classification - Kurt Welke",42148.7206070522
1635,1522660,Tuscobia Creek,Tuscobia Creek,RIVER,0,2.24,2.24,MILES,CLASS I,2104200,,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Total Phosphorus Package - Streams",NA,Added as Class I in 2002,3599.93320348915
1636,1522888,Unnamed,Unnamed Creek 22-4,RIVER,0,0.17,0.17,MILES,CLASS I,5003958,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This is part of Unnamed Creek 22-4. ,271.689576615898
1702,4000589,Unnamed,Unnamed(T49-R8W-S1-2c),RIVER,0,1.7,1.7,MILES,CLASS I,2877900,,N,N,Cold  (Class I Trout),Official,11/29/2013,"Stream Classification Report, Trout Book: 2014 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076226"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076379""",This AU- class I trout water portion starts at confluence with East Flag Fork River (2877800) and continues upstream to mile 1.7 ,2735.8845998562
1703,4000706,Unnamed,Unnamed(T49-R8W-S1-1a)4 O'clock,RIVER,0,1.28,1.28,MILES,CLASS I,5000450,,N,,Cold  (Class I Trout),Official,11/29/2013,"Stream Classification Report, Trout Book: 2014 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076226"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076384""",This AU: entire stream.,2059.70643271661
1704,4000796,Unnamed,Unnamed(T49-R8W-S36-4b),RIVER,0,0.16,0.16,MILES,CLASS I,5000655,,N,,Cold  (Class I Trout),Official,11/29/2013,"Stream Classification Report, Trout Book: 2014 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076226"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89078074""","This AU- entire stream Class I trout water.Starts at outlet of small pond(5500369), flows downstream to confluence with Flag River(2877500)",258.669079338922
1705,4000999,Unnamed,Unnamed (T50-R6W-S7-12c),RIVER,0,0.62,0.62,MILES,CLASS I,5000322,,N,,Cold  (Class I Trout),Official,11/29/2013,"Fish Community Survey Data, Stream Classification Report, Trout Book: 2014 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=88459656"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076226""",This AU: entire stream.,994.162307784164
1706,4001138,Unnamed,Unnamed(T49-R7W-S6-14c),RIVER,0,0.03,0.03,MILES,CLASS I,5000483,,N,,Cold  (Class I Trout),Official,11/29/2013,"Stream Classification Report, Trout Book: 2014 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076226"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076389""",This AU-Class I trout water from mouth to 45 meters upstream.,44.9996962763825
1707,4001168,Unnamed,Unnamed trib. to North Fish Creek(T47-R6W-S22-5c),RIVER,0,0.27,0.27,MILES,CLASS I,5001445,,N,,Cold  (Class I Trout),Official,11/29/2013,"Stream Classification Report, Fish IBI Analysis Package, Trout Book: 2014 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076226"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89078055""",This AU- Class I trout water starts at confluence with Unnamed(5001450) and extends downstream to confluence with North Fish Creek.,436.999797761401
1708,4001252,Unnamed,Unnamed(T47-R6W-S22-6a),RIVER,0,0.38,0.38,MILES,CLASS I,5001450,,N,,Cold  (Class I Trout),Official,11/29/2013,"Stream Classification Report, Trout Book: 2014 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076226"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89078048""",This AU:Class I trout water from mouth upstream for 0.38 miles.,611.550525373622
1709,4001343,Unnamed,Unnamed trib. to Bark River(T50-R7W-S13-3c),RIVER,0,0.53,0.53,MILES,CLASS I,5000342,,N,,Cold  (Class I Trout),Official,11/29/2013,"Stream Classification Report, Trout Book: 2014 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076357"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076226""",This AU:entire stream Class I trout.,851.394258916426
1710,4695665,North Fish Creek,North Fish Creek,RIVER,17.05,17.47,0.42,MILES,CLASS I,2888000,,N,,Cold  (Class I Trout),Official,11/29/2013,"Stream Classification Report, Fish IBI Analysis Package, Trout Book: 2014 Wisconsin Trout Streams, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076226"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89078060""",This AU: is class I from US HWY 2 upstream to confluence with Unnnamed stream WBIC = 2889700,683.683586732948
1711,4696294,Unnamed(T50-R7W-S12-13a),Unnamed(T50-R7W-S12-13a),RIVER,,,0.08,MILES,CLASS I,999000112,,N,,Cold  (Class I Trout),Official,11/29/2013,"Stream Classification Report, Trout Book: 2014 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076369"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=89076226""","Duplicates WBIC 4000034.

This Au: Entire stream is Class I trout water. Stream extent provided by GPS coordinates for the headwaters and mouth from fisheries biologist report.",133.562085965778
1715,4699040,Little La Crosse River,Little La Crosse River,RIVER,10.25,22.66,12.41,MILES,CLASS I,1655900,,N,,Cold  (Class I Trout),Official,01/29/2014,"Fish IBI Analysis Package, Trout Book: 2014 Wisconsin Trout Streams, Macroinvertebrate IBI Package",NA,Segmented 1/29/2014 on recommendation of Kurt Rasmussen.,19971.960847683
1716,4699203,Unnamed,Unnamed trib to Bark River(T50_R7W_S12_13a),RIVER,0,0.09,0.09,MILES,CLASS I,4000034,,N,,Cold  (Class I Trout),Official,,NA,NA,This AU: Class I Trout water entire stream. Extent of stream defined by fisheries biologists report of coordinates of the headwaters and mouth.,137.326181944928
1957,9677,Beaver Creek,Beaver Creek,RIVER,0,2.73,2.73,MILES,CLASS I,299600,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream.
ERW:1025 line splits on two near headwaters with one going to Beaver Creek headwaters and another one going to Unnamed Creek headwaters..",4391.05387641635
